,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
273,Nis-Medijana,Nisavska oblast,Ниш-Медијана,Нишавска област,2014,10 км2,225 ха,22.5 %,1 Број,8556 Број,32190 Број,85555 Број,40119 Број,45436 Број,0.88 Однос,1.13 Однос,5567 Број,6.5 %,5732 Број,6.7 %,2996 Број,3.5 %,72086 Број,84.3 %,14537 Број,17 %,58078 Број,67.9 %,20340 Број,23.8 %,16178 Број,18.9 %,43.14 Број,153.5 Индекс,822 Број,9.61 ‰,1192 Број,13.93 ‰,6 Број,7.3 ‰,-370 Број,-4.32 ‰,68.96 Индекс,1.3 Коефицијент,73.7 Број,78.4 Број,47.3 Број,19.5 Број,27.9 Број,456 Број,159 Број,2.9 Број,311 Број,0 км,0 км,61433 Број,718 Број,0 Број,0 %,0 Број,0 %,698 Број,8.2 Број,57.7 %,18.5 %
274,Nis-Medijana,Nisavska oblast,Ниш-Медијана,Нишавска област,2015,10 км2,225 ха,22.5 %,1 Број,8546 Број,32190 Број,85463 Број,40058 Број,45405 Број,0.88 Однос,1.13 Однос,5712 Број,6.7 %,5750 Број,6.7 %,2850 Број,3.3 %,71906 Број,84.1 %,14066 Број,16.5 %,57362 Број,67.1 %,20173 Број,23.6 %,16639 Број,19.5 %,43.25 Број,155.9 Индекс,824 Број,9.64 ‰,1167 Број,13.66 ‰,1 Број,1.2 ‰,-343 Број,-4.01 ‰,70.61 Индекс,1.31 Коефицијент,74 Број,78.8 Број,49 Број,20 Број,29 Број,491 Број,164 Број,3 Број,218 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,350 Број,4.1 Број,57.7 %,18.5 %
275,Nis-Medijana,Nisavska oblast,Ниш-Медијана,Нишавска област,2016,10 км2,225 ха,22.5 %,1 Број,8534 Број,32190 Број,85340 Број,39968 Број,45372 Број,0.88 Однос,1.14 Однос,5834 Број,6.8 %,5753 Број,6.7 %,2806 Број,3.3 %,71660 Број,84 %,13667 Број,16 %,56644 Број,66.4 %,19979 Број,23.4 %,17109 Број,20 %,43.36 Број,157.3 Индекс,857 Број,10.04 ‰,1125 Број,13.18 ‰,6 Број,7 ‰,-268 Број,-3.14 ‰,76.18 Индекс,1.4 Коефицијент,74.2 Број,78.9 Број,50.7 Број,20.5 Број,30.2 Број,515 Број,115 Број,4.5 Број,148 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,205 Број,2.4 Број,27 %,37 %
276,Nis-Medijana,Nisavska oblast,Ниш-Медијана,Нишавска област,2017,10 км2,225 ха,22.5 %,1 Број,8518 Број,32190 Број,85180 Број,39883 Број,45297 Број,0.88 Однос,1.14 Однос,5928 Број,7 %,5777 Број,6.8 %,2850 Број,3.3 %,71334 Број,83.7 %,13297 Број,15.6 %,55946 Број,65.7 %,19822 Број,23.3 %,17529 Број,20.6 %,43.45 Број,156.9 Индекс,895 Број,10.51 ‰,1172 Број,13.76 ‰,3 Број,3.4 ‰,-277 Број,-3.25 ‰,76.37 Индекс,1.48 Коефицијент,74.7 Број,79.3 Број,52.3 Број,20.9 Број,31.3 Број,539 Број,123 Број,4.4 Број,77 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,371 Број,4.4 Број,27 %,37 %
277,Nis-Medijana,Nisavska oblast,Ниш-Медијана,Нишавска област,2018,10 км2,225 ха,22.5 %,1 Број,8501 Број,32190 Број,85012 Број,39813 Број,45199 Број,0.88 Однос,1.14 Однос,6033 Број,7.1 %,5860 Број,6.9 %,2867 Број,3.4 %,70932 Број,83.4 %,12929 Број,15.2 %,55202 Број,64.9 %,19655 Број,23.1 %,17917 Број,21.1 %,43.5 Број,155 Индекс,921 Број,10.83 ‰,1200 Број,14.12 ‰,4 Број,4.3 ‰,-279 Број,-3.28 ‰,76.75 Индекс,1.55 Коефицијент,74.9 Број,79 Број,54 Број,21.5 Број,32.5 Број,523 Број,137 Број,3.8 Број,144 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,535 Број,6.3 Број,27 %,37 %
278,Nis-Medijana,Nisavska oblast,Ниш-Медијана,Нишавска област,2019,10 км2,225 ха,22.5 %,1 Број,8488 Број,32190 Број,84880 Број,39768 Број,45112 Број,0.88 Однос,1.13 Однос,6094 Број,7.2 %,6020 Број,7.1 %,2878 Број,3.4 %,70597 Број,83.2 %,12662 Број,14.9 %,54533 Број,64.2 %,19494 Број,23 %,18233 Број,21.5 %,43.54 Број,152.8 Индекс,905 Број,10.66 ‰,1201 Број,14.15 ‰,5 Број,5.5 ‰,-296 Број,-3.49 ‰,75.35 Индекс,1.55 Коефицијент,74.8 Број,78.5 Број,55.6 Број,22.2 Број,33.4 Број,512 Број,162 Број,3.2 Број,167 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,477 Број,5.6 Број,27 %,37 %
279,Nis-Medijana,Nisavska oblast,Ниш-Медијана,Нишавска област,2020,10 км2,0 ха,0 %,1 Број,8452 Број,32190 Број,84520 Број,39576 Број,44944 Број,0.88 Однос,1.14 Однос,6090 Број,7.2 %,6212 Број,7.3 %,2848 Број,3.4 %,70122 Број,83 %,12426 Број,14.7 %,53852 Број,63.7 %,19342 Број,22.9 %,18366 Број,21.7 %,43.48 Број,150 Индекс,837 Број,9.9 ‰,1506 Број,17.82 ‰,13 Број,15.5 ‰,-669 Број,-7.92 ‰,55.58 Индекс,1.49 Коефицијент,73 Број,77.7 Број,56.9 Број,22.8 Број,34.1 Број,381 Број,182 Број,2.1 Број,77 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,411 Број,4.9 Број,40.2 %,29.6 %
280,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2011,146 км2,4299.91 ха,29.5 %,18 Број,101 Број,5011 Број,14690 Број,7421 Број,7269 Број,1.02 Однос,0.98 Однос,843 Број,5.7 %,1048 Број,7.1 %,649 Број,4.4 %,12319 Број,83.9 %,2634 Број,17.9 %,9834 Број,66.9 %,3173 Број,21.6 %,2965 Број,20.2 %,43.67 Број,149.4 Индекс,108 Број,7.35 ‰,226 Број,15.38 ‰,1 Број,9.3 ‰,-118 Број,-8.03 ‰,47.79 Индекс,1.24 Коефицијент,73 Број,77 Број,49.4 Број,19.2 Број,30.2 Број,64 Број,6 Број,10.7 Број,-6 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,6 Број,0.4 Број,65.7 %,15.8 %
281,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2012,146 км2,4299.91 ха,29.5 %,18 Број,100 Број,5011 Број,14606 Број,7364 Број,7242 Број,1.02 Однос,0.98 Однос,822 Број,5.6 %,1036 Број,7.1 %,626 Број,4.3 %,12291 Број,84.2 %,2598 Број,17.8 %,9781 Број,67 %,3155 Број,21.6 %,2967 Број,20.3 %,43.86 Број,153.3 Индекс,115 Број,7.87 ‰,218 Број,14.93 ‰,2 Број,17.4 ‰,-103 Број,-7.05 ‰,52.75 Индекс,1.31 Коефицијент,73.5 Број,77.5 Број,49.3 Број,19 Број,30.3 Број,65 Број,16 Број,4.1 Број,60 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,2 Број,0.1 Број,67.3 %,31.6 %
282,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2013,146 км2,4299.91 ха,29.5 %,18 Број,100 Број,5011 Број,14552 Број,7327 Број,7225 Број,1.01 Однос,0.99 Однос,808 Број,5.6 %,1021 Број,7 %,587 Број,4 %,12297 Број,84.5 %,2558 Број,17.6 %,9707 Број,66.7 %,3150 Број,21.6 %,3016 Број,20.7 %,44.08 Број,158.5 Индекс,114 Број,7.83 ‰,219 Број,15.05 ‰,5 Број,43.9 ‰,-105 Број,-7.22 ‰,52.05 Индекс,1.3 Коефицијент,72.2 Број,76.5 Број,49.9 Број,18.8 Број,31.1 Број,76 Број,13 Број,5.8 Број,39 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,1 Број,0.1 Број,67.3 %,31.6 %
283,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2014,146 км2,8432.45 ха,57.8 %,18 Број,99 Број,5011 Број,14482 Број,7279 Број,7203 Број,1.01 Однос,0.99 Однос,788 Број,5.4 %,1006 Број,6.9 %,555 Број,3.8 %,12287 Број,84.8 %,2519 Број,17.4 %,9619 Број,66.4 %,3135 Број,21.6 %,3069 Број,21.2 %,44.32 Број,165.9 Индекс,113 Број,7.8 ‰,211 Број,14.57 ‰,0 Број,0 ‰,-98 Број,-6.77 ‰,53.55 Индекс,1.28 Коефицијент,73.2 Број,77.3 Број,50.6 Број,18.7 Број,31.9 Број,82 Број,22 Број,3.7 Број,23 Број,0 км,0 км,3188 Број,220 Број,0 Број,0 %,0 Број,0 %,3 Број,0.2 Број,67.3 %,31.6 %
284,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2015,146 км2,8432.45 ха,57.8 %,18 Број,99 Број,5011 Број,14419 Број,7233 Број,7186 Број,1.01 Однос,0.99 Однос,781 Број,5.4 %,999 Број,6.9 %,525 Број,3.6 %,12263 Број,85 %,2483 Број,17.2 %,9539 Број,66.2 %,3109 Број,21.6 %,3100 Број,21.5 %,44.46 Број,171.1 Индекс,113 Број,7.84 ‰,228 Број,15.81 ‰,0 Број,0 ‰,-115 Број,-7.98 ‰,49.56 Индекс,1.28 Коефицијент,73.2 Број,78.3 Број,51.2 Број,18.7 Број,32.5 Број,67 Број,22 Број,3 Број,66 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,7 Број,0.5 Број,67.3 %,31.6 %
285,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2016,146 км2,8432.45 ха,57.8 %,18 Број,98 Број,5011 Број,14342 Број,7191 Број,7151 Број,1.01 Однос,0.99 Однос,784 Број,5.5 %,983 Број,6.9 %,501 Број,3.5 %,12204 Број,85.1 %,2452 Број,17.1 %,9458 Број,65.9 %,3072 Број,21.4 %,3117 Број,21.7 %,44.57 Број,174.9 Индекс,113 Број,7.88 ‰,229 Број,15.97 ‰,1 Број,8.8 ‰,-116 Број,-8.09 ‰,49.34 Индекс,1.3 Коефицијент,74.9 Број,78.4 Број,51.6 Број,18.7 Број,33 Број,60 Број,15 Број,4 Број,10 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,5 Број,0.3 Број,61.7 %,42.1 %
286,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2017,146 км2,8393.63 ха,57.5 %,18 Број,98 Број,5011 Број,14262 Број,7147 Број,7115 Број,1 Однос,1 Однос,780 Број,5.5 %,953 Број,6.7 %,505 Број,3.5 %,12153 Број,85.2 %,2427 Број,17 %,9400 Број,65.9 %,3042 Број,21.3 %,3129 Број,21.9 %,44.73 Број,178.8 Индекс,108 Број,7.57 ‰,213 Број,14.93 ‰,0 Број,0 ‰,-105 Број,-7.36 ‰,50.7 Индекс,1.22 Коефицијент,74.9 Број,78.1 Број,51.7 Број,18.4 Број,33.3 Број,73 Број,13 Број,5.6 Број,51 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,0 Број,0 Број,61.7 %,42.1 %
287,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2018,146 км2,8393.63 ха,57.5 %,18 Број,97 Број,5011 Број,14210 Број,7100 Број,7110 Број,1 Однос,1 Однос,782 Број,5.5 %,923 Број,6.5 %,506 Број,3.6 %,12123 Број,85.3 %,2421 Број,17 %,9342 Број,65.7 %,3030 Број,21.3 %,3163 Број,22.3 %,44.87 Број,181.3 Индекс,118 Број,8.3 ‰,225 Број,15.83 ‰,0 Број,0 ‰,-107 Број,-7.53 ‰,52.44 Индекс,1.36 Коефицијент,74.9 Број,78 Број,52.1 Број,18.3 Број,33.9 Број,60 Број,28 Број,2.1 Број,58 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,1 Број,0.1 Број,61.7 %,42.1 %
288,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2019,146 км2,8393.63 ха,57.5 %,18 Број,96 Број,5011 Број,14088 Број,7028 Број,7060 Број,1 Однос,1 Однос,794 Број,5.6 %,887 Број,6.3 %,514 Број,3.6 %,12014 Број,85.3 %,2384 Број,16.9 %,9189 Број,65.2 %,2991 Број,21.2 %,3218 Број,22.8 %,45.01 Број,182.8 Индекс,133 Број,9.44 ‰,220 Број,15.62 ‰,2 Број,15 ‰,-87 Број,-6.18 ‰,60.45 Индекс,1.51 Коефицијент,73.3 Број,78.6 Број,53.3 Број,18.3 Број,35 Број,46 Број,33 Број,1.4 Број,-108 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,3 Број,0.2 Број,61.7 %,42.1 %
289,Nis-Niska Banja,Nisavska oblast,Ниш-Нишка Бања,Нишавска област,2020,146 км2,8394.15 ха,57.5 %,18 Број,95 Број,5011 Број,13899 Број,6923 Број,6976 Број,0.99 Однос,1.01 Однос,800 Број,5.8 %,867 Број,6.2 %,513 Број,3.7 %,11849 Број,85.3 %,2310 Број,16.6 %,8989 Број,64.7 %,2937 Број,21.1 %,3243 Број,23.3 %,45.02 Број,182.9 Индекс,115 Број,8.27 ‰,286 Број,20.58 ‰,1 Број,8.7 ‰,-171 Број,-12.3 ‰,40.21 Индекс,1.35 Коефицијент,72 Број,77.1 Број,54.6 Број,18.5 Број,36.1 Број,40 Број,16 Број,2.5 Број,-13 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,3 Број,0.2 Број,58.6 %,26.3 %
290,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2011,124 км2,1719.02 ха,13.9 %,15 Број,595 Број,24777 Број,73825 Број,36425 Број,37400 Број,0.97 Однос,1.03 Однос,5034 Број,6.8 %,5910 Број,8 %,3481 Број,4.7 %,60304 Број,81.7 %,14521 Број,19.7 %,51581 Број,69.9 %,17948 Број,24.3 %,11300 Број,15.3 %,40.75 Број,106.7 Индекс,754 Број,10.21 ‰,854 Број,11.57 ‰,8 Број,10.6 ‰,-100 Број,-1.35 ‰,88.29 Индекс,1.45 Коефицијент,73.4 Број,77 Број,43.1 Број,21.2 Број,21.9 Број,351 Број,106 Број,3.3 Број,188 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,220 Број,3 Број,56.9 %,16 %
291,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2012,117 км2,1719.02 ха,14.7 %,15 Број,631 Број,24777 Број,73791 Број,36385 Број,37406 Број,0.97 Однос,1.03 Однос,5020 Број,6.8 %,5881 Број,8 %,3349 Број,4.5 %,60403 Број,81.9 %,14305 Број,19.4 %,51366 Број,69.6 %,17788 Број,24.1 %,11524 Број,15.6 %,40.97 Број,110.8 Индекс,749 Број,10.15 ‰,875 Број,11.86 ‰,4 Број,5.3 ‰,-126 Број,-1.71 ‰,85.6 Индекс,1.45 Коефицијент,73 Број,77 Број,43.7 Број,21.2 Број,22.4 Број,323 Број,112 Број,2.9 Број,-30 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,67 Број,0.9 Број,51.5 %,28 %
292,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2013,117 км2,1719.02 ха,14.7 %,15 Број,629 Број,24777 Број,73584 Број,36256 Број,37328 Број,0.97 Однос,1.03 Однос,4960 Број,6.7 %,5868 Број,8 %,3230 Број,4.4 %,60396 Број,82.1 %,14015 Број,19 %,50850 Број,69.1 %,17600 Број,23.9 %,11906 Број,16.2 %,41.23 Број,115.6 Индекс,657 Број,8.93 ‰,855 Број,11.62 ‰,4 Број,6.1 ‰,-198 Број,-2.69 ‰,76.84 Индекс,1.29 Коефицијент,73.3 Број,77.7 Број,44.7 Број,21.3 Број,23.4 Број,322 Број,136 Број,2.4 Број,-60 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,263 Број,3.6 Број,51.5 %,28 %
293,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2014,117 км2,2389.49 ха,20.4 %,15 Број,627 Број,24777 Број,73317 Број,36148 Број,37169 Број,0.97 Однос,1.03 Однос,4914 Број,6.7 %,5816 Број,7.9 %,3084 Број,4.2 %,60348 Број,82.3 %,13719 Број,18.7 %,50318 Број,68.6 %,17384 Број,23.7 %,12269 Број,16.7 %,41.48 Број,119.9 Индекс,684 Број,9.33 ‰,911 Број,12.43 ‰,3 Број,4.4 ‰,-227 Број,-3.1 ‰,75.08 Индекс,1.35 Коефицијент,73.9 Број,77.8 Број,45.7 Број,21.3 Број,24.4 Број,384 Број,153 Број,2.5 Број,-49 Број,0 км,0 км,96 Број,1 Број,0 Број,0 %,0 Број,0 %,43 Број,0.6 Број,51.5 %,28 %
294,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2015,117 км2,2389.49 ха,20.4 %,15 Број,625 Број,24777 Број,73140 Број,36087 Број,37053 Број,0.97 Однос,1.03 Однос,4843 Број,6.6 %,5816 Број,8 %,2935 Број,4 %,60309 Број,82.5 %,13451 Број,18.4 %,49860 Број,68.2 %,17177 Број,23.5 %,12621 Број,17.3 %,41.73 Број,124.4 Индекс,662 Број,9.05 ‰,846 Број,11.57 ‰,1 Број,1.5 ‰,-184 Број,-2.52 ‰,78.25 Индекс,1.32 Коефицијент,74.6 Број,78 Број,46.7 Број,21.4 Број,25.3 Број,369 Број,122 Број,3 Број,106 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,94 Број,1.3 Број,51.5 %,28 %
295,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2016,117 км2,2389.49 ха,20.4 %,15 Број,624 Број,24777 Број,73049 Број,36051 Број,36998 Број,0.97 Однос,1.03 Однос,4798 Број,6.6 %,5782 Број,7.9 %,2894 Број,4 %,60320 Број,82.6 %,13209 Број,18.1 %,49482 Број,67.7 %,17022 Број,23.3 %,12987 Број,17.8 %,41.98 Број,128.6 Индекс,694 Број,9.5 ‰,795 Број,10.88 ‰,3 Број,4.3 ‰,-101 Број,-1.38 ‰,87.3 Индекс,1.4 Коефицијент,75.4 Број,78.2 Број,47.6 Број,21.4 Број,26.2 Број,360 Број,91 Број,4 Број,-3 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,72 Број,1 Број,51.2 %,40 %
296,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2017,117 км2,2641.48 ха,22.6 %,15 Број,623 Број,24777 Број,72942 Број,36021 Број,36921 Број,0.98 Однос,1.02 Однос,4803 Број,6.6 %,5689 Број,7.8 %,2895 Број,4 %,60280 Број,82.6 %,12966 Број,17.8 %,49092 Број,67.3 %,16868 Број,23.1 %,13358 Број,18.3 %,42.21 Број,131.1 Индекс,674 Број,9.24 ‰,893 Број,12.24 ‰,3 Број,4.5 ‰,-219 Број,-3 ‰,75.48 Индекс,1.37 Коефицијент,75.3 Број,78.4 Број,48.6 Број,21.4 Број,27.2 Број,369 Број,112 Број,3.3 Број,109 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,91 Број,1.2 Број,51.2 %,40 %
297,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2018,117 км2,2641.48 ха,22.6 %,15 Број,623 Број,24777 Број,72843 Број,35957 Број,36886 Број,0.97 Однос,1.03 Однос,4757 Број,6.5 %,5637 Број,7.7 %,2916 Број,4 %,60226 Број,82.7 %,12747 Број,17.5 %,48703 Број,66.9 %,16763 Број,23 %,13746 Број,18.9 %,42.41 Број,133.3 Индекс,678 Број,9.31 ‰,919 Број,12.62 ‰,2 Број,2.9 ‰,-241 Број,-3.31 ‰,73.78 Индекс,1.39 Коефицијент,75.1 Број,78.3 Број,49.6 Број,21.3 Број,28.2 Број,363 Број,104 Број,3.5 Број,152 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,101 Број,1.4 Број,51.2 %,40 %
298,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2019,117 км2,2641.48 ха,22.6 %,15 Број,622 Број,24777 Број,72750 Број,35889 Број,36861 Број,0.97 Однос,1.03 Однос,4680 Број,6.4 %,5654 Број,7.8 %,2939 Број,4 %,60200 Број,82.7 %,12551 Број,17.3 %,48353 Број,66.5 %,16676 Број,22.9 %,14063 Број,19.3 %,42.59 Број,135 Индекс,653 Број,8.98 ‰,886 Број,12.18 ‰,1 Број,1.5 ‰,-233 Број,-3.2 ‰,73.7 Индекс,1.34 Коефицијент,75.1 Број,78.2 Број,50.5 Број,21.4 Број,29.1 Број,398 Број,125 Број,3.2 Број,137 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,221 Број,3 Број,51.2 %,40 %
299,Nis-Palilula,Nisavska oblast,Ниш-Палилула,Нишавска област,2020,117 км2,2629.5 ха,22.5 %,15 Број,619 Број,24777 Број,72480 Број,35738 Број,36742 Број,0.97 Однос,1.03 Однос,4651 Број,6.4 %,5604 Број,7.7 %,2950 Број,4.1 %,60022 Број,82.8 %,12413 Број,17.1 %,47965 Број,66.2 %,16559 Број,22.8 %,14260 Број,19.7 %,42.68 Број,135.8 Индекс,644 Број,8.89 ‰,1119 Број,15.44 ‰,3 Број,4.7 ‰,-475 Број,-6.55 ‰,57.55 Индекс,1.35 Коефицијент,74.5 Број,78 Број,51.1 Број,21.4 Број,29.7 Број,209 Број,124 Број,1.7 Број,31 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,301 Број,4.2 Број,42.6 %,40 %
300,Nis-Pantelej,Nisavska oblast,Ниш-Пантелеј,Нишавска област,2011,141 км2,2765.7 ха,19.6 %,13 Број,379 Број,18013 Број,53393 Број,26223 Број,27170 Број,0.97 Однос,1.04 Однос,3474 Број,6.5 %,4273 Број,8 %,2515 Број,4.7 %,43739 Број,81.9 %,10372 Број,19.4 %,37139 Број,69.6 %,12928 Број,24.2 %,8507 Број,15.9 %,41.13 Број,112.2 Индекс,428 Број,8.02 ‰,568 Број,10.64 ‰,3 Број,7 ‰,-140 Број,-2.62 ‰,75.35 Индекс,1.11 Коефицијент,72.6 Број,77 Број,43.8 Број,20.9 Број,22.9 Број,200 Број,64 Број,3.1 Број,298 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,233 Број,4.4 Број,56.1 %,26.1 %
301,Nis-Pantelej,Nisavska oblast,Ниш-Пантелеј,Нишавска област,2012,141 км2,2765.7 ха,19.6 %,13 Број,379 Број,18013 Број,53424 Број,26192 Број,27232 Број,0.96 Однос,1.04 Однос,3383 Број,6.3 %,4191 Број,7.8 %,2515 Број,4.7 %,43979 Број,82.3 %,10284 Број,19.2 %,37122 Број,69.5 %,12905 Број,24.2 %,8728 Број,16.3 %,41.45 Број,117 Индекс,417 Број,7.81 ‰,551 Број,10.31 ‰,2 Број,4.8 ‰,-134 Број,-2.51 ‰,75.68 Индекс,1.1 Коефицијент,74.9 Број,79.1 Број,43.9 Број,20.4 Број,23.5 Број,207 Број,61 Број,3.4 Број,39 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,42 Број,0.8 Број,56.8 %,47.8 %
302,Nis-Pantelej,Nisavska oblast,Ниш-Пантелеј,Нишавска област,2013,141 км2,2765.7 ха,19.6 %,13 Број,379 Број,18013 Број,53394 Број,26114 Број,27280 Број,0.96 Однос,1.04 Однос,3312 Број,6.2 %,4144 Број,7.8 %,2412 Број,4.5 %,44178 Број,82.7 %,10065 Број,18.9 %,36890 Број,69.1 %,12843 Број,24.1 %,9048 Број,16.9 %,41.79 Број,123 Индекс,440 Број,8.24 ‰,541 Број,10.13 ‰,2 Број,4.5 ‰,-101 Број,-1.89 ‰,81.33 Индекс,1.17 Коефицијент,75 Број,79.3 Број,44.7 Број,20.2 Број,24.5 Број,243 Број,70 Број,3.5 Број,135 Број,0 км,0 км,0 Број,0 Број,0 Број,0 %,0 Број,0 %,157 Број,2.9 Број,56.8 %,47.8 %
